id,name,type1,type2,moves,weight,height,hp,attack,defense,sp_atk,sp_def,speed
368,gorebyss,water,,"{'snore', 'psych-up', 'whirlpool', 'rest', 'signal-beam', 'water-sport', 'aqua-ring', 'toxic', 'water-pulse', 'swagger', 'safeguard', 'hydro-pump', 'infestation', 'blizzard', 'mud-slap', 'coil', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'double-team', 'rain-dance', 'sleep-talk', 'double-edge', 'confide', 'scald', 'captivate', 'shell-smash', 'bind', 'swift', 'secret-power', 'endure', 'protect', 'mimic', 'baton-pass', 'facade', 'aqua-tail', 'hail', 'dive', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'confusion', 'giga-impact', 'attract', 'bounce', 'body-slam', 'hyper-beam', 'shadow-ball', 'return', 'iron-defense', 'draining-kiss', 'agility', 'brine', 'psychic', 'amnesia', 'frustration'}",226,18,55,84,105,114,75,52
369,relicanth,water,rock,"{'sandstorm', 'safeguard', 'stealth-rock', 'rock-slide', 'blizzard', 'double-team', 'confide', 'captivate', 'scale-shot', 'protect', 'mimic', 'aqua-tail', 'hail', 'dive', 'harden', 'body-press', 'stone-edge', 'amnesia', 'frustration', 'smack-down', 'whirlpool', 'flail', 'stomping-tantrum', 'toxic', 'water-pulse', 'earthquake', 'earth-power', 'water-gun', 'rock-blast', 'yawn', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'mud-shot', 'rock-tomb', 'waterfall', 'attract', 'bounce', 'hyper-beam', 'iron-defense', 'mud-sport', 'head-smash', 'headbutt', 'rest', 'water-sport', 'swagger', 'liquidation', 'ancient-power', 'meteor-beam', 'double-edge', 'magnitude', 'scald', 'secret-power', 'muddy-water', 'facade', 'bulldoze', 'hidden-power', 'surf', 'rock-polish', 'calm-mind', 'return', 'rock-smash', 'snore', 'psych-up', 'hydro-pump', 'tackle', 'mud-slap', 'ice-beam', 'substitute', 'round', 'icy-wind', 'skull-bash', 'endure', 'natural-gift', 'giga-impact', 'take-down', 'body-slam', 'brine'}",234,10,100,90,130,45,65,55
370,luvdisc,water,,"{'snore', 'psych-up', 'whirlpool', 'rest', 'flail', 'water-sport', 'aqua-ring', 'toxic', 'water-pulse', 'baby-doll-eyes', 'swagger', 'safeguard', 'hydro-pump', 'liquidation', 'heart-stamp', 'tackle', 'charm', 'tearful-look', 'blizzard', 'splash', 'supersonic', 'ice-beam', 'substitute', 'tera-blast', 'round', 'icy-wind', 'water-gun', 'double-team', 'rain-dance', 'sleep-talk', 'double-edge', 'confide', 'wish', 'scald', 'captivate', 'snowscape', 'soak', 'swift', 'scale-shot', 'secret-power', 'endure', 'protect', 'mimic', 'facade', 'hail', 'dive', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'aqua-jet', 'lucky-chant', 'attract', 'bounce', 'take-down', 'draining-kiss', 'return', 'mud-sport', 'sweet-kiss', 'agility', 'heal-pulse', 'brine', 'frustration', 'flip-turn', 'entrainment'}",87,6,43,30,55,40,65,97
371,bagon,dragon,,"{'snore', 'fire-fang', 'rest', 'fire-spin', 'fury-cutter', 'frustration', 'defense-curl', 'sunny-day', 'toxic', 'dragon-rush', 'swagger', 'dragon-breath', 'hydro-pump', 'incinerate', 'focus-energy', 'crunch', 'flamethrower', 'iron-head', 'rock-slide', 'thrash', 'dragon-pulse', 'thunder-fang', 'mud-slap', 'fire-blast', 'substitute', 'tera-blast', 'dragon-dance', 'round', 'dragon-tail', 'double-team', 'twister', 'rain-dance', 'sleep-talk', 'double-edge', 'dragon-claw', 'zen-headbutt', 'confide', 'outrage', 'captivate', 'helping-hand', 'secret-power', 'endure', 'protect', 'mimic', 'rock-tomb', 'facade', 'ember', 'roar', 'rock-smash', 'draco-meteor', 'aerial-ace', 'strength', 'hyper-voice', 'hidden-power', 'natural-gift', 'attract', 'dragon-rage', 'take-down', 'body-slam', 'iron-defense', 'return', 'brick-break', 'hone-claws', 'cut', 'shadow-claw', 'rage', 'headbutt', 'leer', 'bite', 'scary-face'}",421,6,45,75,60,40,30,50
372,shelgon,dragon,,"{'snore', 'fire-fang', 'rest', 'fire-spin', 'fury-cutter', 'frustration', 'defense-curl', 'sunny-day', 'toxic', 'swagger', 'dragon-breath', 'hydro-pump', 'incinerate', 'rollout', 'focus-energy', 'crunch', 'flamethrower', 'iron-head', 'rock-slide', 'thunder-fang', 'dragon-pulse', 'mud-slap', 'fire-blast', 'substitute', 'tera-blast', 'dragon-dance', 'round', 'dragon-tail', 'double-team', 'twister', 'rain-dance', 'sleep-talk', 'double-edge', 'dragon-claw', 'zen-headbutt', 'confide', 'outrage', 'captivate', 'helping-hand', 'secret-power', 'endure', 'protect', 'mimic', 'rock-tomb', 'facade', 'ember', 'roar', 'rock-smash', 'draco-meteor', 'aerial-ace', 'strength', 'hyper-voice', 'hidden-power', 'natural-gift', 'attract', 'hone-claws', 'take-down', 'body-slam', 'iron-defense', 'return', 'brick-break', 'cut', 'shadow-claw', 'rage', 'headbutt', 'leer', 'bite', 'scary-face'}",1105,11,65,95,100,60,50,50
373,salamence,dragon,flying,"{'sunny-day', 'dragon-breath', 'flamethrower', 'roost', 'rock-slide', 'thunder-fang', 'steel-wing', 'fire-blast', 'dragon-tail', 'double-team', 'breaking-swipe', 'confide', 'outrage', 'captivate', 'protect', 'mimic', 'aqua-tail', 'aerial-ace', 'stone-edge', 'shadow-claw', 'frustration', 'bite', 'heat-wave', 'fly', 'fury-cutter', 'toxic', 'earthquake', 'crunch', 'hurricane', 'ominous-wind', 'tera-blast', 'dragon-dance', 'twister', 'rain-dance', 'sleep-talk', 'air-cutter', 'zen-headbutt', 'laser-focus', 'tailwind', 'swift', 'rock-tomb', 'roar', 'draco-meteor', 'hyper-voice', 'attract', 'hyper-beam', 'iron-defense', 'brick-break', 'rage', 'headbutt', 'defog', 'scary-face', 'rest', 'swagger', 'incinerate', 'rollout', 'iron-head', 'dragon-claw', 'double-edge', 'secret-power', 'facade', 'ember', 'bulldoze', 'hidden-power', 'return', 'cut', 'iron-tail', 'rock-smash', 'snore', 'fire-fang', 'fire-spin', 'defense-curl', 'psychic-fangs', 'hydro-pump', 'focus-energy', 'brutal-swing', 'dragon-pulse', 'mud-slap', 'substitute', 'round', 'helping-hand', 'endure', 'air-slash', 'strength', 'natural-gift', 'giga-impact', 'dual-wingbeat', 'hone-claws', 'take-down', 'body-slam', 'leer'}",1026,15,95,135,80,110,80,100
374,beldum,steel,psychic,"{'zen-headbutt', 'iron-head', 'tackle', 'take-down', 'iron-defense', 'steel-beam', 'headbutt'}",952,6,40,55,80,35,60,30
375,metang,steel,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'stealth-rock', 'grass-knot', 'rock-slide', 'steel-beam', 'telekinesis', 'double-team', 'psyshock', 'confide', 'gyro-ball', 'protect', 'mimic', 'psycho-cut', 'aerial-ace', 'psychic', 'frustration', 'signal-beam', 'fury-cutter', 'toxic', 'earthquake', 'gravity', 'pursuit', 'flash-cannon', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'swift', 'rock-tomb', 'thunder-punch', 'confusion', 'hyper-beam', 'iron-defense', 'brick-break', 'trick', 'headbutt', 'scary-face', 'rest', 'meteor-mash', 'flash', 'explosion', 'bullet-punch', 'swagger', 'rollout', 'iron-head', 'meteor-beam', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'magnet-rise', 'bulldoze', 'hidden-power', 'rock-polish', 'cosmic-power', 'return', 'ice-punch', 'cut', 'rock-smash', 'snore', 'psych-up', 'defense-curl', 'steel-roller', 'tackle', 'mud-slap', 'self-destruct', 'substitute', 'sludge-bomb', 'round', 'icy-wind', 'power-up-punch', 'metal-claw', 'endure', 'strength', 'natural-gift', 'light-screen', 'hone-claws', 'body-slam', 'take-down', 'shadow-ball', 'miracle-eye', 'expanding-force', 'agility'}",2025,12,60,75,100,55,80,50
376,metagross,steel,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'stealth-rock', 'grass-knot', 'rock-slide', 'steel-beam', 'telekinesis', 'double-team', 'psyshock', 'confide', 'gyro-ball', 'protect', 'mimic', 'psycho-cut', 'aerial-ace', 'body-press', 'psychic', 'frustration', 'signal-beam', 'fury-cutter', 'stomping-tantrum', 'toxic', 'earthquake', 'gravity', 'pursuit', 'flash-cannon', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'swift', 'rock-tomb', 'thunder-punch', 'confusion', 'hyper-beam', 'iron-defense', 'brick-break', 'trick', 'headbutt', 'scary-face', 'rest', 'meteor-mash', 'flash', 'explosion', 'bullet-punch', 'swagger', 'rollout', 'iron-head', 'meteor-beam', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'magnet-rise', 'bulldoze', 'hidden-power', 'rock-polish', 'cosmic-power', 'return', 'hammer-arm', 'ice-punch', 'cut', 'rock-smash', 'snore', 'psych-up', 'defense-curl', 'block', 'steel-roller', 'brutal-swing', 'tackle', 'mud-slap', 'self-destruct', 'substitute', 'sludge-bomb', 'round', 'icy-wind', 'power-up-punch', 'metal-claw', 'endure', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'hone-claws', 'body-slam', 'take-down', 'shadow-ball', 'miracle-eye', 'expanding-force', 'agility'}",5500,16,80,135,130,95,90,70
377,regirock,rock,,"{'sandstorm', 'sunny-day', 'safeguard', 'thunder', 'stealth-rock', 'rock-slide', 'fling', 'double-team', 'confide', 'protect', 'mimic', 'body-press', 'stone-edge', 'frustration', 'smack-down', 'stomping-tantrum', 'toxic', 'earthquake', 'earth-power', 'gravity', 'drain-punch', 'flash-cannon', 'rock-blast', 'thunder-wave', 'sleep-talk', 'superpower', 'rock-tomb', 'thunder-punch', 'hyper-beam', 'iron-defense', 'brick-break', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'stomp', 'rest', 'lock-on', 'counter', 'focus-punch', 'explosion', 'swagger', 'thunderbolt', 'rollout', 'iron-head', 'heavy-slam', 'ancient-power', 'curse', 'meteor-beam', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'hammer-arm', 'ice-punch', 'seismic-toss', 'rock-smash', 'snore', 'psych-up', 'defense-curl', 'block', 'rock-throw', 'mud-slap', 'self-destruct', 'dig', 'substitute', 'round', 'sand-tomb', 'focus-blast', 'rock-climb', 'power-up-punch', 'endure', 'strength', 'natural-gift', 'giga-impact', 'body-slam', 'zap-cannon', 'shock-wave', 'charge-beam'}",2300,17,80,100,200,50,100,50
378,regice,ice,,"{'safeguard', 'thunder', 'rock-slide', 'blizzard', 'fling', 'double-team', 'confide', 'icicle-spear', 'protect', 'mimic', 'hail', 'frost-breath', 'amnesia', 'frustration', 'signal-beam', 'stomping-tantrum', 'toxic', 'earthquake', 'gravity', 'flash-cannon', 'thunder-wave', 'rain-dance', 'sleep-talk', 'superpower', 'rock-tomb', 'thunder-punch', 'hyper-beam', 'brick-break', 'headbutt', 'mega-kick', 'mega-punch', 'stomp', 'rest', 'lock-on', 'counter', 'focus-punch', 'explosion', 'swagger', 'thunderbolt', 'rollout', 'iron-head', 'heavy-slam', 'ancient-power', 'curse', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'hammer-arm', 'ice-punch', 'seismic-toss', 'rock-smash', 'snore', 'psych-up', 'defense-curl', 'block', 'mud-slap', 'self-destruct', 'ice-beam', 'substitute', 'round', 'icy-wind', 'focus-blast', 'rock-climb', 'power-up-punch', 'endure', 'strength', 'natural-gift', 'giga-impact', 'aurora-veil', 'avalanche', 'body-slam', 'zap-cannon', 'shock-wave', 'charge-beam'}",1750,18,80,50,100,100,200,50
379,registeel,steel,,"{'sandstorm', 'sunny-day', 'safeguard', 'thunder', 'stealth-rock', 'rock-slide', 'steel-beam', 'fling', 'double-team', 'confide', 'protect', 'mimic', 'aerial-ace', 'body-press', 'shadow-claw', 'amnesia', 'frustration', 'stomping-tantrum', 'toxic', 'earthquake', 'gravity', 'flash-cannon', 'thunder-wave', 'rain-dance', 'sleep-talk', 'superpower', 'rock-tomb', 'thunder-punch', 'hyper-beam', 'iron-defense', 'brick-break', 'headbutt', 'mega-kick', 'mega-punch', 'stomp', 'rest', 'lock-on', 'counter', 'focus-punch', 'explosion', 'swagger', 'thunderbolt', 'rollout', 'iron-head', 'heavy-slam', 'ancient-power', 'curse', 'meteor-beam', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'magnet-rise', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'hammer-arm', 'ice-punch', 'seismic-toss', 'rock-smash', 'snore', 'psych-up', 'defense-curl', 'block', 'steel-roller', 'mud-slap', 'self-destruct', 'substitute', 'round', 'sand-tomb', 'focus-blast', 'rock-climb', 'power-up-punch', 'metal-claw', 'endure', 'strength', 'natural-gift', 'giga-impact', 'hone-claws', 'body-slam', 'zap-cannon', 'shock-wave', 'charge-beam'}",2050,19,80,75,150,75,150,50
380,latias,dragon,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'safeguard', 'dragon-breath', 'thunder', 'guard-split', 'roost', 'grass-knot', 'healing-wish', 'steel-wing', 'reflect-type', 'telekinesis', 'double-team', 'psyshock', 'breaking-swipe', 'confide', 'outrage', 'captivate', 'scale-shot', 'protect', 'mimic', 'psycho-cut', 'dive', 'aerial-ace', 'shadow-claw', 'psychic', 'mystical-fire', 'frustration', 'fly', 'whirlpool', 'fury-cutter', 'future-sight', 'toxic', 'water-pulse', 'earthquake', 'psycho-shift', 'stored-power', 'retaliate', 'dragon-dance', 'thunder-wave', 'twister', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'tailwind', 'swift', 'roar', 'draco-meteor', 'solar-beam', 'waterfall', 'confusion', 'attract', 'hyper-beam', 'heal-pulse', 'trick', 'defog', 'role-play', 'rest', 'magic-coat', 'water-sport', 'flash', 'swagger', 'thunderbolt', 'dragon-claw', 'aura-sphere', 'double-edge', 'covet', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'surf', 'psywave', 'calm-mind', 'refresh', 'return', 'energy-ball', 'cut', 'sucker-punch', 'magic-room', 'dream-eater', 'snore', 'psych-up', 'tri-attack', 'dragon-pulse', 'charm', 'mud-slap', 'ice-beam', 'substitute', 'round', 'icy-wind', 'last-resort', 'wish', 'helping-hand', 'recover', 'endure', 'baton-pass', 'mist-ball', 'air-slash', 'natural-gift', 'giga-impact', 'light-screen', 'dual-wingbeat', 'hone-claws', 'body-slam', 'shadow-ball', 'shock-wave', 'agility', 'charge-beam'}",400,14,80,80,90,110,130,110
381,latios,dragon,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'safeguard', 'dragon-breath', 'thunder', 'roost', 'grass-knot', 'steel-wing', 'telekinesis', 'double-team', 'psyshock', 'breaking-swipe', 'confide', 'outrage', 'captivate', 'scale-shot', 'protect', 'mimic', 'wonder-room', 'psycho-cut', 'dive', 'aerial-ace', 'shadow-claw', 'psychic', 'mystical-fire', 'frustration', 'fly', 'whirlpool', 'fury-cutter', 'future-sight', 'toxic', 'water-pulse', 'earthquake', 'psycho-shift', 'stored-power', 'retaliate', 'dragon-dance', 'thunder-wave', 'twister', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'tailwind', 'swift', 'roar', 'draco-meteor', 'solar-beam', 'waterfall', 'confusion', 'attract', 'hyper-beam', 'heal-pulse', 'trick', 'defog', 'rest', 'magic-coat', 'flash', 'swagger', 'thunderbolt', 'luster-purge', 'dragon-claw', 'aura-sphere', 'double-edge', 'secret-power', 'memento', 'facade', 'bulldoze', 'hidden-power', 'surf', 'psywave', 'calm-mind', 'refresh', 'return', 'power-split', 'energy-ball', 'cut', 'dream-eater', 'snore', 'psych-up', 'tri-attack', 'dragon-pulse', 'mud-slap', 'simple-beam', 'ice-beam', 'substitute', 'round', 'icy-wind', 'last-resort', 'helping-hand', 'recover', 'endure', 'baton-pass', 'air-slash', 'natural-gift', 'giga-impact', 'light-screen', 'dual-wingbeat', 'hone-claws', 'body-slam', 'shadow-ball', 'heal-block', 'shock-wave', 'agility', 'charge-beam'}",600,20,80,90,80,130,110,110
382,kyogre,water,,"{'snore', 'psych-up', 'whirlpool', 'rest', 'frustration', 'signal-beam', 'aqua-ring', 'defense-curl', 'toxic', 'water-pulse', 'swagger', 'safeguard', 'block', 'hydro-pump', 'thunderbolt', 'earthquake', 'thunder', 'liquidation', 'iron-head', 'rock-slide', 'heavy-slam', 'ancient-power', 'blizzard', 'mud-slap', 'sheer-cold', 'ice-beam', 'substitute', 'tera-blast', 'round', 'icy-wind', 'double-team', 'thunder-wave', 'rain-dance', 'sleep-talk', 'double-edge', 'water-spout', 'confide', 'scald', 'swift', 'uproar', 'helping-hand', 'endure', 'protect', 'mimic', 'secret-power', 'chilling-water', 'rock-tomb', 'muddy-water', 'facade', 'rock-smash', 'roar', 'hail', 'aqua-tail', 'dive', 'strength', 'bulldoze', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'giga-impact', 'avalanche', 'take-down', 'body-slam', 'hyper-beam', 'return', 'brick-break', 'calm-mind', 'shock-wave', 'origin-pulse', 'brine', 'headbutt', 'scary-face'}",3520,45,100,100,90,150,140,90
383,groudon,ground,,"{'overheat', 'sandstorm', 'sunny-day', 'safeguard', 'thunder', 'stealth-rock', 'flamethrower', 'rock-slide', 'fire-blast', 'fling', 'dragon-tail', 'double-team', 'eruption', 'confide', 'protect', 'mimic', 'aerial-ace', 'body-press', 'stone-edge', 'shadow-claw', 'scorching-sands', 'frustration', 'heat-wave', 'smack-down', 'fury-cutter', 'stomping-tantrum', 'toxic', 'precipice-blades', 'earthquake', 'crunch', 'earth-power', 'high-horsepower', 'tera-blast', 'rock-blast', 'thunder-wave', 'swords-dance', 'sleep-talk', 'zen-headbutt', 'swift', 'mud-shot', 'rock-tomb', 'roar', 'solar-beam', 'thunder-punch', 'hyper-beam', 'brick-break', 'spikes', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'scary-face', 'rest', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'rollout', 'iron-head', 'heavy-slam', 'ancient-power', 'lava-plume', 'dragon-claw', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'hammer-arm', 'cut', 'iron-tail', 'heat-crash', 'fissure', 'bulk-up', 'seismic-toss', 'rock-smash', 'snore', 'psych-up', 'fire-fang', 'defense-curl', 'block', 'brutal-swing', 'dragon-pulse', 'mud-slap', 'will-o-wisp', 'dig', 'substitute', 'round', 'sand-tomb', 'focus-blast', 'rock-climb', 'power-up-punch', 'uproar', 'metal-claw', 'endure', 'helping-hand', 'strength', 'natural-gift', 'giga-impact', 'hone-claws', 'body-slam', 'take-down', 'shock-wave', 'slash'}",9500,35,100,150,140,100,90,90
384,rayquaza,dragon,flying,"{'overheat', 'sandstorm', 'sunny-day', 'thunder', 'stealth-rock', 'flamethrower', 'rock-slide', 'blizzard', 'fire-blast', 'fling', 'dragon-tail', 'double-team', 'breaking-swipe', 'confide', 'gyro-ball', 'outrage', 'scale-shot', 'protect', 'mimic', 'aqua-tail', 'dive', 'aerial-ace', 'stone-edge', 'shadow-claw', 'frustration', 'fly', 'whirlpool', 'dragon-ascent', 'echoed-voice', 'fury-cutter', 'toxic', 'water-pulse', 'extreme-speed', 'earthquake', 'crunch', 'earth-power', 'hurricane', 'tera-blast', 'dragon-dance', 'thunder-wave', 'twister', 'swords-dance', 'sleep-talk', 'rain-dance', 'tailwind', 'swift', 'rock-tomb', 'roar', 'draco-meteor', 'hyper-voice', 'solar-beam', 'waterfall', 'u-turn', 'hyper-beam', 'brick-break', 'headbutt', 'defog', 'scary-face', 'rest', 'swagger', 'thunderbolt', 'incinerate', 'iron-head', 'ancient-power', 'meteor-beam', 'dragon-claw', 'double-edge', 'wild-charge', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'surf', 'cosmic-power', 'return', 'energy-ball', 'iron-tail', 'bulk-up', 'rock-smash', 'snore', 'psych-up', 'hydro-pump', 'sky-drop', 'brutal-swing', 'dragon-pulse', 'mud-slap', 'ice-beam', 'substitute', 'round', 'icy-wind', 'focus-blast', 'bind', 'uproar', 'helping-hand', 'endure', 'air-slash', 'strength', 'natural-gift', 'giga-impact', 'avalanche', 'hone-claws', 'body-slam', 'take-down', 'shock-wave'}",2065,70,105,150,90,150,90,95
385,jirachi,steel,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'safeguard', 'thunder', 'stealth-rock', 'dazzling-gleam', 'grass-knot', 'healing-wish', 'steel-beam', 'metronome', 'fling', 'telekinesis', 'double-team', 'psyshock', 'confide', 'protect', 'mimic', 'aerial-ace', 'trick-room', 'lucky-chant', 'psychic', 'amnesia', 'frustration', 'signal-beam', 'future-sight', 'toxic', 'water-pulse', 'stored-power', 'gravity', 'drain-punch', 'flash-cannon', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'swift', 'doom-desire', 'thunder-punch', 'confusion', 'u-turn', 'hyper-beam', 'iron-defense', 'trick', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'life-dew', 'rest', 'magic-coat', 'meteor-mash', 'flash', 'swagger', 'thunderbolt', 'iron-head', 'ancient-power', 'play-rough', 'meteor-beam', 'recycle', 'aura-sphere', 'double-edge', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'cosmic-power', 'calm-mind', 'refresh', 'return', 'energy-ball', 'ice-punch', 'magic-room', 'dream-eater', 'snore', 'psych-up', 'defense-curl', 'imprison', 'charm', 'mud-slap', 'substitute', 'round', 'icy-wind', 'encore', 'last-resort', 'wish', 'power-up-punch', 'uproar', 'helping-hand', 'endure', 'baton-pass', 'natural-gift', 'giga-impact', 'light-screen', 'skill-swap', 'body-slam', 'shadow-ball', 'shock-wave', 'expanding-force', 'charge-beam', 'nightmare'}",11,3,100,100,100,100,100,100
